title,epi,page,tb,words
EJ24,004,00007,8,"[""'"", 'BuT', ""'"", 'IT', 'SEEMS', 'LIKE', ""IT'S"", 'GONNA', 'BEA', 'WHILE', 'BEFORE', 'THE', 'OEC|', 'CAN', '\\', 'Go']"
EJ24,006,00004,2,['een']
EJ23,002,00002,16,"['WE', 'SOUL', 'REAPERS', 'HAVE', 'TWO', 'PRINCIPLE', 'OUTIES']"
EJ21,007,00002,3,"['HOSF/-', 'TAL']"
EJ30,007,00009,13,"['WHETHER', 'THE', 'INFORMATION', 'COMES', 'FIRST-', 'HAND', 'OR', 'ROUNDABOUT', 'WHEN', 'YOUR', 'FORMER', 'GOVERNESS', 'IS', '\xe2\x80\x98BEDRIDDEN']"
EJ31,004,00006,7,"['IT', 'WOULD', 'BE', 'SO', 'MUCH', 'BETTER', 'TO', 'TIE', 'IT', 'UP', ""WOULDN'T"", 'itn']"
EJ25,004,00009,7,"[""IT's"", 'YOUR', 'FACE']"
EJ32,002,00005,2,['BYE']
EJ26,002,00004,15,"['HEY', 'WHERE', 'YA', ""GOIN'""]"
EJ25,007,00005,11,"['HOW', 'DID', 'YOU', 'MAKE', 'THEM']"
EJ23,004,00003,4,"['BREAK-', 'FAST', 'Is', 'REAOY', 'ICHIGO']"
EJ31,008,00003,10,"['ALMOST', 'GOT', 'AHEAD', 'OF', 'MYSELF']"
EJ32,004,00005,17,"['I', 'LIKE', 'IT', 'WHEN', 'THE', ""POWER'S"", 'b', '\xc2\xabOUT']"
EJ23,005,00005,33,['HMM']
EJ28,001,00006,3,['CUTE']
EJ32,006,00003,2,"['SMILE', 'SMILE']"
EJ34,005,00010,4,['GASP']
EJ26,007,00002,5,"['GOOD', 'ENTER', 'THEN']"
EJ33,002,00003,6,"['WAKE', 'uP']"
EJ23,007,00002,12,['HEY']
EJ28,006,00003,6,"['BRING', 'YOUR', 'FRIEND', 'ALONG']"
EJ21,009,00001,10,['pa']
EJ33,012,00003,16,"['GAN', '|', '(CLANG)']"
EJ26,004,00005,8,"['IS', 'HE', 'URGING', 'ME', 'TO', 'EAT']"
EJ26,009,00004,10,"['WHAT', 'YOU', 'HAVE', 'BEEN', 'BUILDING', 'A', 'THERMAE', 'IN', 'THIS', 'DESERTI!I']"
EJ28,009,00007,25,"['YOU', 'ALSO', 'BOARDING', 'HERE...7']"
EJ28,003,00010,16,"['\xc2\xbb', '~', 'WHAT', ""THAT'S"", 'THE\xe2\x80\x94', 'not', '\xe2\x80\x94', 'NO', 'IT', 'P-']"
EJ34,001,00011,6,"[""LET'S"", 'SEE', 'THE', 'FIRST', 'TECHNIQUE', 'IN', 'THE', 'SCROLL', '1S', 'MULTIPLE', 'DOPPEL-', '\\', 'GANGERS']"
EJ33,007,00004,20,"[""WE'LL"", 'ALL', 'BE', 'GOING', 'SO', 'ITS', 'OKAY']"
EJ22,002,00009,15,"[""I'M"", 'GOING', 'TO', 'MAKE', 'THE', 'WHOLE', 'WORLD', 'KNOW', 'I\xe2\x80\x99M', 'HERE']"
EJ23,009,00001,10,"['bo', 'LOOK', 'STUPID', 'TO', 'YOU', 'CORK']"
EJ33,005,00006,16,['PRLL']
EJ33,009,00003,7,"['THOSE', 'EYES']"
EJ28,011,00008,23,"['BECAUSE', 'I', 'WORK', 'NIGHTS']"
EJ22,004,00004,2,"['AFFORD', 'TO']"
EJ34,004,00005,16,[]
EJ29,002,00008,6,"['BuGS', 'AT', 'THIS', 'TIME', 'OF', 'YEAR']"
EJ28,008,00003,9,"['_', 'WHERE', 'DO', 'I', 'KNOW', 'HIM', 'FROM']"
EJ24,001,00005,5,"[""IT'SA"", 'PAIN', 'TO', 'START', 'ONE', 'ANYWAY']"
EJ30,001,00001,2,"['THE', 'INDUSTRIAL', 'REVOLUTION', 'HAS', 'USHERED', 'IN', 'AN', 'AGE', 'OF', 'CHANGE', 'AND', 'INNOVATION']"
EJ29,004,00007,0,"['KARARA', 'POATTLE']"
EJ24,002,00010,21,['POLES']
EJ30,005,00010,9,"['IT', 'FEELS', 'REFRESHING', 'SOMEHOW', ""DON'T"", 'YOu', 'THINK']"
EJ22,006,00001,9,[]
EJ30,003,00007,14,"['THE', 'COURT-', 'YARD']"
EJ22,008,00004,19,"['HEH', 'HEH']"
EJ25,002,00002,3,[]
EJ21,004,00003,24,['on']
EJ24,004,00007,9,"['WE', ""DON'T"", 'HAVE', 'ANY', 'EQUIP-', 'MENT']"
EJ24,006,00004,3,"['=D', 'hb']"
EJ21,007,00002,4,['OH']
EJ23,002,00002,17,"['FIRST', 'TO', 'CONDUCT', 'WHOLES', 'TO', 'THE', 'SOUL', 'SOCIETY', 'BY', 'MEANS', 'OF', 'KONSO']"
EJ30,007,00009,14,"['\xc2\xabYOU', 'CALL', 'ON', 'HER', 'AS', 'A', 'COURTESY']"
EJ25,004,00009,8,"[""DON'T"", 'LOOK', 'LIKE', 'THAT']"
EJ32,002,00005,3,['(PATAN']
EJ31,004,00006,8,[]
EJ26,002,00004,16,"['YOU', ""CAN'T"", 'GO', 'WALKIN\xe2\x80\x99', 'OUTSIDE', 'NAKED', 'BuoDY']"
EJ25,007,00005,2,['TOTOTOTOTO']
EJ23,004,00003,5,"['SOME', 'MIRACLE']"
EJ31,008,00003,11,"['I', 'SHOULD', 'GET', 'AWAY', 'FROM', 'HERE', 'BEFORE', 'SHE', 'SEES', 'MB', 'iw']"
EJ32,004,00005,18,"['MUSHA', '(CHOMP)']"
EJ23,005,00005,34,"['MAYBE', '\xe2\x80\x9c', ""SHE'S"", '3', '2', 'Just', '|', 'CLUMSY']"
EJ28,001,00006,4,"['NAH', 'rgust', 'be', 'HAPPENED', 'TO', 'BE', 'WALKING', 'i', 'BY']"
EJ32,006,00003,3,['WHOOPS']
EJ34,005,00010,5,[]
EJ26,007,00002,6,['SHALL']
EJ33,002,00003,7,"['I', ""SHOULDN'T"", 'HAVE', 'GOTTEN', 'INVOLVED.../']"
EJ23,007,00002,13,"['KNEW', 'IT']"
EJ28,006,00003,7,['Y-YES']
EJ21,009,00001,11,"['KUROSE', '2']"
EJ33,012,00003,17,"['I', 'WiLL', 'SAVE', 'you']"
EJ26,004,00005,9,"['I', 'SUPPOSE', 'THIS', 'MUST', 'BE', 'THE', 'EGG', 'BOILED', 'IN', 'THE', 'HOT', 'WATER']"
EJ26,009,00004,11,['INDEED']
EJ28,009,00007,3,[]
EJ28,003,00010,17,"['COME', 'ON']"
EJ34,001,00011,7,"['yREAD', 'THIS\xc2\xa2']"
EJ33,007,00004,21,"['IM', 'SCARED']"
EJ23,009,00001,11,"['HOW', '\xe2\x80\x98BOUT', 'YOu', 'CHADZ']"
EJ22,002,00009,16,"['THAT', 'SOMEBODY', 'IS', 'PASSING', 'RIGHTEOUS', 'JUDGMENT', 'ON', 'THEM']"
EJ33,005,00006,17,"['WAS', 'A', 'SAD']"
EJ33,009,00003,8,"['2', 'KNOW', 'THEM']"
EJ28,011,00008,24,"['wow', 'THAT', 'SOUNDS', 'HARD']"
EJ22,004,00004,3,"['WHEN', 'I', 'PICKED', 'UP', 'THIS', 'NOTE-', 'BOOK']"
EJ34,004,00005,17,[]
EJ29,002,00008,7,"['SO', 'AN', 'OFF-', 'SEASON', 'MOSQUITO', 'COIL']"
EJ28,008,00004,0,[]
EJ24,001,00005,6,[]
EJ30,001,00002,0,"['EVEN', 'SO']"
EJ29,004,00007,1,"['SO', '/T', 'SEEMS', 'THE', 'FOX', 'FIRE', 'RUMORS', 'ARE', 'REAL']"
EJ24,002,00010,22,"['AND', 'SO']"
EJ22,006,00002,0,"['PRED', 'ACADEMY']"
EJ30,003,00007,15,"['COME', 'ON', 'WHAT', 'ARE', 'YOU', 'WAITING', 'FOR', 'HOP', 'ON']"
EJ30,005,00011,0,"['HE', 'JUST', 'SEEMS', 'TO', 'TAKE', 'PLEASURE', 'IN', 'CONVERSING', 'WITH', 'ME']"
EJ22,008,00004,2,"['THIS', 'BUS', 'HAS', 'JUST', 'BEEN', 'HIJACKED', 'LADIES', 'AND', 'GENTLEMEN']"
EJ25,002,00002,4,[]
EJ21,004,00003,25,"['NEVER', 'MIND', 'Ii\xe2\x80\x99s', 'NOTHING']"
EJ24,004,00008,0,"['MOUNT', 'FUJI', 'AT', 'NIGHT', 'REALLY', 'Is', 'GREAT']"
EJ24,006,00004,4,[]
EJ21,007,00002,5,"['THAT\xe2\x80\x99S', 'RIGHT']"
EJ23,002,00002,18,[]
EJ30,007,00009,15,"['""ALL', 'RIGHT', 'BUT', 'I', 'DON\xe2\x80\x99T', 'SEE', 'WHY', 'YOU', 'HAVE', 'TO', 'COME', 'AS', 'WELL']"
EJ25,004,00009,9,"['YOU', 'DO', 'WHEN', ""YOU'RE"", 'ASLEEP']"
EJ32,002,00005,4,"['THAT', 'WAS', 'A', 'CLOSE', 'CALL']"
EJ31,004,00006,9,[]
EJ26,002,00004,17,[]
EJ25,007,00005,3,"[""WE'RE"", 'NOT', 'GETTING', 'MUCH', 'CLOSER', 'TO', 'THAT', 'TOWER', 'HUH']"
EJ23,004,00003,6,"['THE', 'JERK', 'LEFT', 'US', 'THE', 'REPAIR', 'BILLS', 'THIS', 'FAMILY', 'GEEZ']"
EJ31,008,00003,12,"['The', 'train']"
EJ32,004,00005,19,"[""IT's"", 'KINDA', 'EXCl', 'i', 'ING']"
EJ23,005,00005,4,['IDIOT']
EJ28,001,00006,5,"['JUST', 'IN', 'TIME', '70', 'GET', 'CRUSHED']"
EJ32,006,00003,4,"['GuNt', 'csquis)']"
EJ34,005,00010,6,"['a', 'STOMACH']"
EJ26,007,00002,7,"['OF', 'COURSE', 'I', 'SHOULD', '\xe2\x80\x9cTHINK', 'THAT', 'ANYONE', '_\xe2\x80\x94-', 'WOULD', '\xe2\x80\x9cFEEL', 'SOME', 'MEASURE', 'OF', 'TENSION', 'UPON', 'MEETING', 'THE', '\xe2\x80\x98EMPEROR', 'HIMSELF']"
EJ33,002,00003,8,"['OF', 'GETTING', 'MIXED', 'UP', 'WITH', 'STRANG-', 'ERS']"
EJ23,007,00002,14,"['IT\xe2\x80\x99S', 'you', 'ICHIGO']"
EJ28,006,00003,8,"['ABSO-', 'LUTELY/']"
EJ33,012,00003,2,"[""THAT'S"", 'RIGHT', 'REVIVAL']"
EJ21,009,00001,12,"['FUNNY', 'MEETING', 'YOu', 'pi', 'HERE']"
EJ26,004,00006,0,"['FAN-', 'TASTIC']"
EJ28,009,00007,4,['BADUM']
EJ26,009,00004,12,"['I', 'HAVE', 'BROUGHT', '+', 'BRILLIANT', 'ARCHITECT', 'FROM', 'ROME']"
EJ34,001,00011,8,"['MAN', 'My', 'LEAST', 'FAVORITE', 'ART', 'AND', 'SUDDENLY', 'IT\xe2\x80\x99S', 'TURNING', 'UP', 'ALL', 'OVER']"
EJ33,007,00004,22,"['WE', ""HAVEN'T"", 'BEEN', 'TO', 'THE', 'HIDEOUT', 'IN', 'A', 'LONG', 'TIME']"
EJ28,003,00010,18,"['/', 'WHY', '\\', 'YUKARI', 'THINKING', 'THAT', 'ABOLIT', 'YOUR', 'OWN', 'BROTHER', '/']"
EJ23,009,00001,12,"[""ISN'T"", 'HE', 'CUTE']"
EJ22,002,00009,17,"['~', 'AND', 'THEN', 'NOBODY', 'WILL', 'COMMIT', 'CRIMES', 'ANYMORE']"
EJ33,005,00006,18,"[""LeT's"", 'MAKE', 'ONE', 'THAT', 'FLIES', 'FARTHER']"
EJ28,011,00008,3,"['YOU', 'ro', 'HATS']"
EJ33,009,00003,9,"['WAS', 'HE']"
EJ22,004,00004,4,"['YEAH', 'I', 'CAN']"
EJ34,004,00005,18,"['yREAD', 'THIS', 'WAY']"
EJ29,002,00008,8,"[""you'D"", 'THINK', ""IT'D"", 'BE', 'SMOKIER', 'IN', 'HERE']"
EJ28,008,00004,1,[]
EJ24,001,00005,7,[]
EJ30,001,00002,1,"['+.1T', 'REMAINS', 'AN', 'ERA', 'WHEN', 'TRADITIONAL', 'LIFESTYLES', 'AND', 'A', 'CLASS', 'SYSTEM', 'ARE', 'FIRMLY', 'ENTRENCHED', 'IN', 'SOCIETY']"
EJ29,004,00007,2,"['IF', ""IT'S"", 'JUST', 'A', 'TYPE', 'OF', 'ON/', 'FIRE', 'THEN', 'WE', 'DON\xe2\x80\x99T', 'HAVE', 'MUCH', '7O', 'WORRY', 'ABOUT']"
EJ24,002,00010,23,"['\xc2\xabWE', 'MOVED', 'TO', 'THE', 'COURTYARD', 'AND', 'TRIED', 'TO', 'ACTUALLY', 'ASSEMBLE', '/T-']"
EJ30,003,00007,16,"[""WHAT'S"", 'WRONG']"
EJ22,006,00002,1,"['chaptar', '5', 'Byaballls']"
EJ22,008,00004,3,"['UH', 'UHAA', 'AAH']"
EJ30,005,00011,1,"['TELL', 'ME', 'EMMA']"
EJ21,004,00003,26,"['Tu', 'SEE', 'YOU', 'NEXT', 'WEEK']"
EJ25,002,00002,5,['OOPS']
EJ24,004,00008,1,"['THIS', 'AREA', 'THE', 'FOG', 'ROLLS', 'IN', 'AROUND', 'DAWN']"
EJ21,007,00002,6,"['SHIROTANI', 'ARE', 'YOU', 'OKAY']"
EJ23,002,00002,19,[]
EJ24,006,00004,5,"['wow', ""HE'S"", 'LOOKING', 'AT', 'ME']"
EJ30,007,00009,16,"[""I'VE"", 'BEEN', 'MEANING', 'TO', 'VISIT', 'ANYWAY', '$0', 'THIS', 'SEEMS', 'A', 'CASE', 'OF', 'PERFECT', 'TIMING']"
EJ25,005,00001,0,[]
EJ32,002,00005,5,"['\xe2\x80\x98Zul', '(STARE)']"
EJ31,004,00007,0,"['WELL', 'HANYUL-', 'SAN']"
EJ26,002,00004,18,"['MARCUS', 'HAS', 'TO', 'SEE', 'THIS']"
EJ25,007,00005,4,"['THOUGH', ""IT'S"", 'BEEN', 'IN', 'SIGHT', 'ALL', 'THIS', 'TIME']"
EJ23,004,00003,7,"[""WHAT'S"", 'GOING', 'ON...7']"
EJ31,008,00003,13,"['\xc2\xabWHT', 'experience', 'swaying', 'ahead', 'Please', 'be', 'careful']"
EJ32,004,00005,2,"['RIl-', 'SAN\xe2\x80\x99S', 'BRA']"
EJ23,005,00005,5,"[""SHE'S"", 'ORIHIME', 'INOUE', ""SHE'S"", 'IN', 'OUR', 'CLASS', '[|']"
EJ28,001,00006,6,[]
EJ32,006,00003,5,[]
EJ34,005,00010,7,"[""WHAT'S"", 'WRONG']"
EJ26,007,00002,8,"['CENTU', 'RION']"
EJ33,002,00003,9,"['HAS', 'ANYTHING', 'GOOD', 'EVER', 'COME']"
EJ23,007,00002,2,"['PLEASE', 'JUST', 'RUN', 'AWAY']"
EJ28,006,00003,9,"['\xc2\xabWHO', 'WAS', 'HE']"
EJ33,012,00003,3,"['SHOULD', 'BE', 'NOW', 'RIGHT']"
EJ21,009,00001,13,"['AND', ""YOU'RE"", 'WEARING', 'A', 'MASK', 'TOO']"
EJ26,004,00006,1,"['IT', 'GOES', 'PERFECTLY', 'WITH', 'THE', 'EGG//']"
EJ28,009,00007,5,"['BADLIM', 'BADLIM', 'BADLIM']"
EJ26,009,00004,13,"[""HE'S"", 'm', 'ALREADY', 'DISCOVERED', 'A', 'SPRING', 'AND', 'STARTED', 'CONSTRUCTION', 'AROUND', 'IT']"
EJ34,001,00011,9,['Yaxvae']
EJ33,007,00004,23,"[""LET'S"", 'MUSTER', 'UP', 'OUR', 'COURAGE', 'AND', 'GO']"
EJ28,003,00010,19,"['I', 'KNOW', 'SHE', 'ONLY', 'REALLY', 'CALLED', 'BECAUSE', 'SHE', 'WAS', 'WORRIED', 'BUT', '|']"
EJ23,009,00001,13,"['YEAH', 'CHAO', 'LIKES', 'CUTE', 'THINGS']"
EJ22,002,00009,18,"['THE', 'WORLD', 'WILL', 'START', 'TO', 'BECOME', 'A', 'BETTER', 'PLACE']"
EJ33,005,00006,19,"['YULIKI-', ""SAN'S"", '/NFEC-', 'TI0US', 'SMILE', 'CHEERED', 'ME', 'UP']"
EJ33,009,00004,0,"['FROM', 'LONG', 'YEARS', 'OF', 'EXPERIENCE', 'I', 'KNOW']"
EJ28,011,00008,4,"['HEY', 'MIYA']"
EJ34,004,00005,19,"['|WILL', 'CRUSH', 'ANY', 'INSECTS', 'Wy', 'CLING', 'TO', 'MY', 'STUDENT']"
EJ29,002,00008,9,['WELL']
EJ22,004,00004,5,"['THE', 'REASON', 'I', 'COULD', 'MAKE', 'THE', 'DECISION', 'TO', 'PURGE', 'THE', 'WORLD', 'OF', 'EVIL']"
EJ28,008,00004,10,"['I', ""CAN'T"", 'HELP', 'BUT', 'CONSIDER', 'YOU', 'A', 'THIEF', 'IN', 'THE', 'NIGHT']"
EJ24,001,00005,8,"[""IT's"", 'NOT', 'AS', 'EFFECTIVE', 'AS', ""I'D"", 'HOPED']"
EJ30,001,00002,2,"['AN', 'HORSE-DRAWN', 'CARRIAGES', 'STILL', 'HAVE', 'THE', 'RLIN', 'OF', 'THE', 'ROAD']"
EJ24,002,00010,24,[]
EJ29,004,00007,3,"['BUT', 'IF', 'IT', '1S', 'FOX', 'FIRE', ""IT'S"", 'A', 'SIGN', 'THAT', 'A', 'YOUKA/', 'FOX', '/S', 'PLOTTING', 'SOMETHING']"
EJ30,003,00007,2,"['FAMILY', 'HAS', 'MORE', 'WORLDLY', 'ACQUAIN-', 'TANCES', 'THAN', 'ONE', 'MIGHT', 'THINK']"
EJ22,006,00002,2,"['LIGHT', 'YOU', 'GOTA', 'MOMENT']"
EJ22,008,00004,4,"['CUT', 'THE', 'SQUAWK-', 'ING', 'ANYBODY', 'MAKES', 'A', 'SOUND', 'OR', 'MOVE', 'OF', 'ANY', 'KIND', 'I', 'BLOW', 'THEIR', 'DAMN', 'HEAD', 'OFF']"
EJ30,005,00011,2,"['\xc2\xabWHAT', 'DO', 'You', 'THINK', 'OF', 'OUR', 'YOUNG', 'MASTER', 'JONES']"
EJ21,004,00003,27,"['OH', 'YES']"
EJ25,002,00002,6,"['OKAY', 'LAST', 'CLIP']"
EJ24,004,00008,10,"['I', 'BET', 'TLL', 'BE', 'ASLEEP']"
EJ21,007,00002,7,"['STARTED', 'FEELING', 'SICK']"
EJ23,002,00002,2,"['THE', 'FIRST', 'TYPE', 'ARE', 'THE', '\xe2\x80\x98WHOLES', 'THE', 'NORMAL', 'SPIRITS']"
EJ24,006,00005,0,[]
EJ30,007,00009,17,['GAR']
EJ25,005,00001,1,[]
EJ32,002,00005,6,"['YEAH', 'IT', 'JUST', 'SLIPPED', 'OUT']"
EJ31,004,00007,1,"['\xc2\xabWHAT', 'DO', 'You', 'THINK']"
EJ26,002,00004,19,"['JUST', 'COOL', 'YOUR', 'JETS']"
EJ25,007,00005,5,"[""IT's"", 'BECAUSE', 'OF', 'THE', 'COMPLEX', 'WAY', 'THE', 'STREETS', 'ARE', 'LAID', 'OUT']"
EJ23,004,00003,8,"['ITS', 'OKAY', 'HE\xe2\x80\x99LL', 'SHOW', 'uP', 'TO', 'APOLO', 'GIZE', 'SOME-', 'DAY']"
EJ31,008,00003,14,"['Standing', 'Passengers', 'please', 'hold', 'on', 'to', 'the', 'grab', 'handles', 'or', 'handrails']"
EJ32,004,00005,20,"['|', 'THE', 'HEATER', 'FOR', 'OUR', 'SHOWER', 'IS', 'ELECTRIC', 'YOu', 'KNOW']"
EJ28,001,00006,7,[]
EJ23,005,00005,6,"['OUR', 'CLASS']"
EJ32,006,00003,6,[]
EJ34,005,00010,8,"['IM', 'GETTING', 'RR', 'RRRUNS']"
EJ26,007,00002,9,"['COM-', 'MAND-', 'ER']"
EJ33,002,00005,0,"['WHAT', '/S', 'THIS']"
EJ23,007,00002,3,"['FAT', 'Fao', '=', 'OF', 'THAT']"
EJ28,006,00004,0,[]
EJ33,012,00003,4,"[""DOESN'T"", 'COME', 'NOW', 'WHEN', 'WILL', 'IT', 'COME']"
EJ21,009,00001,14,"['""', 'AND', '*', 'ELreoes']"
EJ26,004,00006,10,"['I', 'THINK', ""HE'S"", 'REALLY', 'ENJOYIN\xe2\x80\x99', 'IT']"
EJ28,009,00007,6,['MODIFIED']
EJ26,009,00004,14,"['BRIL-', 'LIANT', 'HIGH-', 'NESS//']"
EJ34,002,00006,0,[]
EJ33,007,00004,24,"['HE', 'STOPPED', 'COMING', 'TO', 'THE', 'HIDEOUT', 'AFTER', 'THAT', 'FIRST', 'INC/DENT']"
EJ28,003,00010,2,"['IT\xe2\x80\x99S', 'YOU', 'YUKARI']"
EJ23,009,00001,14,[]
EJ33,005,00006,2,['WOW']
EJ22,002,00009,19,"['AND', 'WHILE', 'PEOPLE', 'WHO', 'OBVIOUSLY', 'DESERVE', 'TO', 'BE', 'PUNISHED', 'ARE', 'DYING', 'OF', 'HEART', 'ATTACKS']"
EJ33,009,00004,1,"['++sFROM', 'HER', 'ATTITUDE', 'AND', 'WAY', 'OF', 'TALKING']"
EJ34,004,00005,2,"['HF', 'pS']"
EJ28,011,00008,5,"[""I'M"", 'GETTING', 'HUNGRY', 'OVER', 'HERE']"
EJ29,002,00009,0,['ccREeP']
EJ22,004,00004,6,"[""'"", 'WAS', 'THAT', 'I', 'KNEW', 'I', 'COULD', 'STICK', 'IT', 'OUT', 'EVEN', 'IF', 'THE', 'POLICE', 'STARTED', 'A', 'MANHUNT', 'T', 'HAVE', 'A', 'CERTAIN', 'ee', 'SEE']"
EJ28,008,00004,11,"['SO', 'I', 'WONDER', 'IF', 'YOU', 'HAVE', 'A', 'MORE', 'PALATABLE', 'EXPLANATION']"
EJ30,001,00002,3,"['Chapter', '1', 'The', 'Visitor']"
EJ24,001,00005,9,"['STILL', 'A', 'BONF/RE']"
EJ24,002,00010,25,"['2)', 'ONCE', 'YOU', 'FIND', 'A', 'SPOT', 'SPREAD', 'OUT', 'THE', 'BODY', 'OF', 'THE', 'TENT']"
EJ29,004,00007,4,"['I', 'HAVE', 'TO', 'INVES-', 'TIGATE', 'AND', 'FIND', 'OUT', 'WHICH', 'ONE', 'AS', 'SOON', 'AS', 'I', 'CAN']"
EJ30,003,00007,3,"['""ae', 'THOUGH', 'THE', 'VERY', 'IDEA', 'OF', 'TRAVELLING', '""INCOGNITO""', 'IS', 'SHATTERED', 'ONCE', ""IT'S"", 'PUBLISHED', 'IN', 'THE', '', 'PAPERS', 'J']"
EJ22,006,00002,3,"['I', 'TOLD', 'YOU', 'DON\xe2\x80\x99T', 'TALK', 'TO', 'ME', 'OUTSIDE', 'MY', 'ROOM']"
EJ22,008,00004,5,"['CALL', 'IT']"
EJ30,005,00011,3,"['DO', 'You', 'INTEND', 'TO', 'TURN', 'HIM', 'DOWN', 'TOO']"
EJ21,004,00003,28,"['OF', 'COURSE', 'GOOD', 'NIGHT']"
EJ25,002,00002,7,"['YOU', 'CAN', 'SHOOT', 'MORE', 'IF', 'YOU', 'WANT']"
EJ21,007,00002,8,['THEN']
EJ24,004,00008,11,"['Tub', 'HAVE', 'TO', 'SET', 'MY', 'ALARM', 'sot', 'CAN', 'SEE', 'MOUNT', 'FLA']"
EJ23,002,00002,20,"['ANDO', 'SECOND']"
EJ24,006,00005,1,"['SO', 'CUTE']"
EJ30,007,00009,18,"['WILLIAM', 'YOU', 'MUST', 'BECOME', 'MORE', 'AWARE', 'OF', 'THE', 'CONCEPT', 'OF', '-', 'ETIQUETTE']"
EJ25,005,00001,2,"['CNS', 'LESTIOU']"
EJ32,002,00005,7,"['ANYWAY', 'KURUMI', 'EBISU-', 'ZAWA']"
EJ31,004,00007,2,[]
EJ26,002,00004,2,"['Mlb', '']"
EJ25,007,00005,6,"['you', 'HAVE', 'TO', 'TAKE', 'AN', 'INDIRECT', 'ROUTE', 'TO', 'GET', 'AROUND']"
EJ23,004,00003,9,"['NO', 'HE', ""WON'T""]"
EJ31,008,00003,2,['N-NO']
EJ32,004,00005,21,['HUH']
EJ28,001,00006,8,"[""IT's"", 'NO', 'USE', 'RUNNING']"
EJ23,005,00005,7,"['WELL', 'HELLO', 'MISS', 'INOUE', 'HOW', 'DO', 'YOU', 'DO', 'MY', 'DEAR']"
EJ32,006,00003,7,"['UGH', ""IT'S"", 'REALLY', 'HARD']"
EJ34,005,00010,9,"['GOTTA', '0']"
EJ33,002,00006,0,"['OH', 'I', 'SEE']"
EJ23,007,00002,4,['Ble']
EJ28,006,00004,1,[]
EJ26,007,00003,0,"['CENTURION', 'CAELIUS', 'CLEMENS', 'REPORTING']"
EJ33,012,00003,5,"['COME', 'ON.../']"
EJ26,004,00006,11,"[""I'M"", 'LOSING', 'MYSELF', 'IN', 'THESE', 'NEW', 'SENSA-', 'TIONS']"
EJ21,009,00001,15,"['YES', 'I', 'HAVE', 'HAY', 'FEVER']"
EJ28,009,00007,7,"['SEKIREI', ""CAN'T"", 'ADAPT', 'TO', 'THE', 'OUTSIDE', 'RIGHT', 'AFTER', 'BEING', 'BORN', '{']"
EJ26,009,00004,15,"['WHAT', 'FORESIGHT', 'you', 'POSSESS']"
EJ34,002,00006,1,"[""WHAT'S"", 'UP']"
EJ33,007,00004,3,"['I', 'GUESS', 'YOU', 'COULD', 'SAYT', 'GOT', 'OFF', 'RELATIVELY', 'LIGHT']"
EJ28,003,00010,20,"['THAT', 'LITTLE', 'JERK']"
EJ23,009,00001,2,"['UH-', 'HUH']"
EJ33,005,00006,20,[]
EJ22,002,00009,2,"['STILL', 'I\xe2\x80\x99M', 'ON', 'A', 'MISSION', 'HERE', 'SO', ""I'VE"", 'BEEN']"
EJ33,009,00004,10,['AND']
EJ34,004,00005,20,[]
EJ29,002,00009,1,"['NO', ""ONE'S"", 'SEEN', 'SO', 'MUCH', 'AS', 'A', 'LEAF', 'FIRE', 'LET', 'ALONE', 'A', 'HOUSE', 'BURNING', 'DOWN']"
EJ28,011,00008,6,['CRAP']
EJ22,004,00004,7,"['(CERTAIN', 'vo', 'TAGE', 'g']"
EJ30,001,00002,4,"['""ERE', 'WE', 'ARE', 'GuV']"
EJ28,008,00004,12,"['WH-', '+e', 'TELLING', 'THAT', 'WHAT', 'DO', 'HIM', ""IT'S"", '=', 'MUSUBI-', 'I', 'SAY', '\xe2\x80\x9cCONFIDEN-', 'CHAN', 'AND', 'TIAL""', 'WOULD', 'FLEW', ""'"", 'JUST', 'SOUND', 'INTO', 'THE', '', '|', 'CONTRIVED', '\xe2\x80\x98oxy', 'AND', '4', '|', 'I', ""CAN'T"", 'SAY', '\xe2\x80\x9cLANDED', 'THAT', '=', 'WeRE']"
EJ24,001,00006,0,"['NEXT', '1S', 'THE', 'FIRE-', 'FOR', 'THIS', 'YOU', 'DEFI-', 'NITELY', 'SOME-', 'THING', 'pey']"
EJ24,002,00010,26,"['3)', 'EXTEND', 'THE', 'FOLDED', 'POLES']"
EJ29,004,00007,5,"['HELLO', 'THERE']"
EJ30,003,00007,4,"['AND', ""HE'S"", 'FROM', 'INDIA']"
EJ22,006,00002,4,"['PEOPLE', 'CAN\xe2\x80\x99T', 'HEAR', 'YOU', 'RYUK', 'BUT', 'THEY', 'CAN', 'HEAR', 'ME']"
EJ22,008,00004,6,"['HEY', 'DRIVER', 'YOU', 'KNOW', 'THE', 'SPACELAND', 'PHONE', 'NUMBER', 'DON\xe2\x80\x99T', 'YOU']"
EJ30,005,00011,4,"[""HE'S"", 'UNUSUAL']"
EJ21,004,00003,3,"['AT', 'FIRST', 'IT', 'WAS', 'DIFFICULT', 'TO', 'FIGHT', 'OFF', 'THE', 'URGE']"
EJ25,002,00002,8,[]
EJ21,007,00002,9,[]
EJ24,004,00008,12,"['ME', ""T'LL"", 'BE', 'OUT', '\xe2\x80\x9cCOLD', '|']"
EJ23,002,00002,21,"['TO', 'VAPORIZE', 'HOLLOWS']"
EJ24,006,00005,10,[]
