title,epi,page,tb,words
EJ04,002,00002,8,"['I\xe2\x80\x99M', 'SUFFO-', 'CATING', 'IT\xe2\x80\x99S', 'CRUSH--']"
EJ01,006,00002,24,"['PLEASE', 'SAVE', 'THIS', 'WAR-TORN', 'PLANET']"
EJ08,004,00004,5,"['\xe2\x80\x9c-/', 'PLUS', ""YOU'RE"", 'A', 'BEAUTIFUL', 'GIRL']"
EJ09,004,00006,5,"['WE', ""MUSTN'T"", 'DISTRACT', 'SHIROGANE', 'FROM', 'HIS', 'STUDIES', 'WITH', 'SILLY', '\\', 'GAMES', '|']"
EJ02,007,00006,19,[]
EJ09,001,00005,16,"['---AS', 'TO', 'WHETHER', 'WE', 'ARE', 'A', 'COUPLE']"
EJ08,002,00005,10,"['/', 'HOW-', '\\', 'EVER', 'THE', 'EAST', 'ROLIND', 'WILL', 'HAVE', 'FOUR', 'RED', '\\', 'TES', '/']"
EJ09,009,00006,3,"['WALKING', '|', 'GROUPS', 'ORGA-', 'NIZED', 'BY', 'ouR', 'TEACHERS', 'AND', 'PARENTS']"
EJ03,004,00011,23,"['+-YOU', 'REALLY', 'DID', 'RIDE', 'OUT', 'THERE', 'ON', 'A', 'BIKE']"
EJ04,007,00005,11,[]
EJ10,005,00004,9,[]
EJ02,009,00007,18,"['', ""IT'S"", 'NO', 'FUN', 'JUST', 'WATCHING', 'PEOPLE', 'EAT']"
EJ01,001,00009,11,"['HAVING', 'YOU', 'GOOFBALLS', 'AROUND', '|S', 'WAY', 'BETTER', 'THAN', 'THAT']"
EJ03,007,00002,8,"['WHOA', 'nok']"
EJ08,006,00011,1,"[""I'D"", 'LIKE', 'TO', 'TRY', 'THAT', 'ON', 'TOO']"
EJ09,007,00007,16,"['SHIROGANE', 'GIVES', 'UP', 'ON', 'HIS', 'DREAM', 'OF', 'THE', 'MOUNTAINS']"
EJ09,006,00002,1,"['Y', 'eee', 'OFFER', 'ADVICE', 'Bur', ""WHAT'S"", 'THIS', 'ABOUT', 'BEING', 'KNOWN', 'AS', 'A', 'LOVE', '', 'EXPERT', '']"
EJ06,003,00012,1,"['DIGESTING', 'TYPES', 'ARE', 'DENSE', 'AND', 'FULL', 'FLAVORED']"
EJ01,004,00013,2,"['you', ""MUSTN'T""]"
EJ06,008,00011,25,"['THE', 'STEAMED', 'ONES', 'LOOK', 'GREAT', 'TOO']"
EJ10,001,00008,18,[]
EJ06,005,00002,28,"['\xc2\xabAND', 'THEN', 'GET', 'HURT', ""YOU'RE"", 'REALLY', 'GOING', 'TO', 'HOLD', 'US', 'BACK', 'ALL', 'RIGHT']"
EJ10,009,00009,13,[]
EJ04,011,00005,2,"['WONDER', 'IBEMBEROR', 'EXPERIENCED', 'Die', 'SE', 'S-HARSH', '\xe2\x80\x98CONDITIONS', 'KOO']"
EJ02,005,00009,11,[]
EJ07,006,00013,0,['WAIT']
EJ06,001,00005,26,"[""THAT'S"", '|', 'OF', '01', 'CAVING']"
EJ06,002,00007,20,[]
EJ05,007,00008,23,"['LOOKS', 'LIKE', 'WE\xe2\x80\x99LL', 'NEED', 'TO', 'TRY', 'IT', 'ourT']"
EJ02,002,00003,19,"[""LET'S"", 'START', 'PLAYING']"
EJ05,006,00007,14,"['ANP', 'THUS', ""WASN'T"", 'DISCOVERED', 'BY', 'MISS', 'TAKANASHI', 'T', 'SUSPECT']"
EJ05,004,00004,7,"['THE', 'WAY', 'THE', 'TANK', 'LIKELY', 'DARK', 'AND', 'MURKY', ""HE'D"", 'THE', 'SOY', 'THAT', '_', 'WITH', 'IT']"
EJ09,002,00009,16,"['THEY', 'WERE', 'RIGHT', 'HERE']"
EJ06,007,00006,6,"[""I-IT'S"", 'HERE']"
EJ03,003,00009,14,"['WELL', 'YESTER-', 'DAY']"
EJ06,006,00005,2,"['NO', 'WAY']"
EJ03,002,00001,4,"[""I'VE"", 'ALREADY', 'ARRANGED', '*', 'THINGS', 'WITH', 'THE', 'YCAPTAIN', 'AFTER', 'ALL']"
EJ10,003,00009,8,"['WHOA', 'KANEK|', '2)']"
EJ07,009,00009,5,"['THE', 'FIRST', 'THING', 'I', 'THOUGHT', 'WHEN', 'T', 'WOKE', 'LP', 'WAS']"
EJ01,007,00008,27,"['wlITEA', 'SINGLE', 'STRIKE', 'WEAPON']"
EJ07,003,00005,2,"['GIANT', 'FPER-', '', 'SON']"
EJ01,009,00007,10,['ROBBER']
EJ10,007,00010,1,"['IMA', 'SOPHO-', 'MORE', 'IN', 'THE', 'PHARMA-', 'CEUTICAL', 'DEPART-', 'MENT']"
EJ05,002,00002,24,"['HEY', 'DIDIA', 'CATCH', 'MY', 'LUNCHTIME', 'GREEN', 'PEPPER', 'RONPAZ']"
EJ02,004,00005,2,"['You', 'got', '%', 'the', 'teacher', 'mad', 'and', 'now', 'we', 'can\xe2\x80\x99t', 'play', 'Gd', 'SJ']"
EJ05,005,00006,9,"['ENCED', 'UP', 'RAPIPLY', 'WILTING', 'YPON', 'THE', 'ARRIVAL', 'OF', 'A', 'NEW', 'SHOCK', '11']"
EJ05,008,00010,25,"['TLL', 'CONTINUE', 'ABIDING', 'BY', 'THE', 'ORGANI-', ""ZATION'S"", 'RULES']"
EJ01,003,00003,18,"['T\xe2\x80\x99LL', 'VOUCH', 'FOR', 'IT']"
EJ01,006,00002,25,"['+e', 'WITH', 'THE', 'ORGUE', 'OUR', 'ROYAL', 'RELIC']"
EJ04,002,00002,9,"['OH', 'IT', 'WAS', 'JUST', 'A', 'DREAM']"
EJ08,004,00004,6,"['SO', 'THE', 'PREFECTURAL', 'QUALIFIER', 'IS', 'BEING', 'HELD', 'TWO', 'WEEKS', 'FROM', 'NOW']"
EJ09,004,00006,6,"['THIS', 'IS', 'TUST', 'AN', 'AMUSING', 'DIVER-', 'SION']"
EJ02,007,00006,2,"[""HE'S"", 'NOT', 'JUST', 'SOME', 'KIO']"
EJ09,001,00005,17,"['YOu', 'THINK', 'S02']"
EJ08,002,00005,11,"['WHAT-', 'EVER', 'You', 'SAY']"
EJ03,004,00011,24,"['SO', 'IT', 'REALLY', 'WAS', 'TRUE', ""WASN'T"", 'IT']"
EJ09,009,00006,4,"['HER', 'NAME', 'IS', 'YUKI', 'BUT', 'WE', 'CALL', 'HER', 'YETI']"
EJ04,007,00005,12,[]
EJ10,005,00005,0,"['TASTES', 'GOOD']"
EJ02,009,00007,19,"['DARN', 'IT', '+', 'sigh']"
EJ01,001,00009,12,"['THIS', '/S', 'WHAT', 'FAMILY', 'LPOES', 'YOu', 'LuiM-', 'MWIES']"
EJ03,007,00002,9,[]
EJ08,006,00011,10,"[""THEY'RE"", 'PLAYING', 'FOR', 'FUN', 'NOT', 'GAMBLING', '\xe2\x80\x94']"
EJ09,007,00007,17,['IWIN']
EJ09,006,00002,10,['VIRGIN']
EJ06,003,00012,10,"['I', 'SEE', 'I', 'SEE']"
EJ01,004,00013,3,"['A', 'SIG', 'FANCY', 'HOUSE']"
EJ06,008,00011,26,[]
EJ10,001,00008,19,"['WHOA', ""SHE'S"", 'COMING', 'THIS', 'WAY']"
EJ06,005,00002,29,['LIs-']
EJ10,009,00009,14,"['HE', 'MAY', 'HAVE', 'GONE', 'ome', 'mA', 'MoMA', 'TO', 'ME']"
EJ04,011,00005,3,[]
EJ07,006,00013,1,['HM2Z']
EJ02,005,00009,12,"['THE', 'OTHERS', 'ARE', 'STILL', 'PLAYING', 'THEIR', 'GAMES']"
EJ06,001,00005,27,"['TOILET', 'PAPER']"
EJ06,002,00007,21,['VITAMINS']
EJ02,002,00003,2,"['A', 'weaker', 'player', 'may', 'place', 'down', 'stones', 'on', 'the', 'board', 'to', 'create', 'a', 'more', 'even', 'match', '>']"
EJ05,006,00007,15,"['THEN', 'WHEN', 'THE', 'REAL', 'PERP', 'RETRIEVED', 'THE', 'CAMERA', 'THEY', 'ALSO', 'FOUND', 'AND', 'TOOK', 'THE', 'LOVE', 'LETTER.\xc2\xab']"
EJ05,007,00008,24,"['HUH', 'TRY', 'WHAT', 'OUTZ']"
EJ05,004,00004,8,"['SUPER-', 'MARKET', 'SEAFOOP', 'SECTIONZ/']"
EJ09,002,00009,17,"['IS', 'NOT', 'LIKE', 'YOU', 'TO', 'BE', 'OFF', 'YOUR', 'GAME', 'LIKE', 'THIS-.-']"
EJ06,007,00006,7,"[""I'VE"", 'GO', 'it']"
EJ03,003,00009,15,[]
EJ06,006,00005,20,"['eALl', 'RIGHT', 'i']"
EJ03,002,00001,5,"['I', 'DON\xe2\x80\x99T', 'HAVE', 'TO', 'START', '|', 'GOING']"
EJ10,003,00009,9,"['ISOME-', '=', ""THING's"", 'NOTE', 'RIGHT']"
EJ01,007,00008,3,['THAT']
EJ07,009,00009,6,"['I', 'GOTTA', 'GO', 'TO', 'THE', 'STAFF', 'ROOM']"
EJ07,003,00005,3,"['MON-', 'STEERS']"
EJ01,009,00007,11,"['ZWOC0W', 'SHI']"
EJ10,007,00010,2,"['NISHIKI', 'NISHIO']"
EJ05,002,00002,25,[]
EJ02,004,00005,20,"['\xe2\x80\x98|', 'WONDER', '\\', 'WHAT', ""IT'LL"", 'BE', 'LIKE', 'FINALLY', 'GET', 'TO', 'SEE', 'SAI', 'IN', 'ACTION', '/']"
EJ05,005,00007,0,[]
EJ05,008,00010,26,[]
EJ01,003,00003,19,[]
EJ01,006,00002,3,"['BAR-', 'TROF', 'TO', 'ME']"
EJ04,002,00003,0,"['AN', 'ODD', 'THING', 'ABOUT', 'OUR', 'FREEZER', 'Is', 'THAT', 'NOW']"
EJ08,004,00004,7,"['|', 'FOR', 'THE', 'INDIVIDUAL', 'MATCHES', 'ARE', 'YOU', 'PAYING', 'ATTENTION', 'TO', 'ANY', 'PLAYERS']"
EJ09,004,00006,7,"['ONLY', 'AN', 'IDIOT', ""WOULDN'T"", 'BE', 'ABLE', 'TO', 'FIGURE', 'OUT', 'THE', 'ANSWERS']"
EJ02,007,00006,20,[]
EJ09,001,00005,18,[]
EJ08,002,00005,12,"['IF', 'I', 'JOINED', 'IN', ""I'D"", 'BLOW', 'EVERYONE', 'AWAY']"
EJ03,004,00011,3,"['MY', ""M/ND'S"", 'A', 'BLANK...I', ""CAN'T"", 'HANDLE', 'BEING', 'THE', 'CENTER', 'OF', 'ATTENTION', 'AAAH']"
EJ04,007,00005,13,"[""YOU'RE"", 'REALLY', 'FORCING', 'IT/']"
EJ09,009,00006,5,"['MAKING', 'FUN', 'OF', 'HER', 'NAME', 'BuLLY-', '_', 'ING']"
EJ10,005,00005,1,"['CAN', 'DRINK']"
EJ02,009,00007,2,"[""THAT'S"", 'OKAY']"
EJ01,001,00009,13,[]
EJ03,007,00003,0,['TPAUTITIIS']
EJ08,006,00011,11,"['HAVE', 'A', 'HOT', 'OSHIBORI']"
EJ09,007,00007,18,[]
EJ09,006,00002,11,"['WHAT', 'DIGAP-', 'POINT-', 'MENT']"
EJ06,003,00012,11,[]
EJ01,004,00013,4,"['ONE', '2AM', 'TL', 'HAVE', 'ALL', 'OF', 'THAT']"
EJ10,001,00008,2,['JERK']
EJ06,005,00002,3,"['ger', 'yy']"
EJ06,008,00011,27,"[""DOESN'T"", 'It']"
EJ10,009,00009,15,"['Pn}', 'o8', 'ee', ""WASN'T"", 'FITTING', 'ee', 'sa', 'CLASS']"
EJ04,011,00005,4,"['VEGGING', 'OUT']"
EJ07,006,00013,2,"['I', 'AM', 'A', 'LONE', 'CYBORG', 'FIGHTING', 'FOR', 'JUSTICE']"
EJ02,005,00009,13,[]
EJ06,001,00005,28,"['AND', 'FOOD']"
EJ06,002,00007,22,[]
EJ02,002,00003,20,"['ARE', 'YOu', 'SURE', 'YOu', 'KNOW', 'HOW', 'TO', 'PLAY']"
EJ05,006,00007,16,"['HE', 'OR', 'SHE', 'PROBABLY', 'INTENDED', 'TO', 'DESTROY', 'THE', 'EVIDENCE', 'BUT', 'IN', 'THE', 'END', 'THEY', 'MADE', 'A', 'MISTAKE']"
EJ05,007,00008,25,['WHOZ']
EJ05,004,00004,9,"['WAS', 'AN', 'ORDINARY', 'SEA', 'BASS', 'TENTO', 'FROM', 'THE', 'SECTION', 'OF', 'A', 'SUPER-']"
EJ09,002,00009,18,"['YOU', 'LEFT', 'YOURSELF', 'WIDE', 'OPEN', 'SHINOMIYA']"
EJ06,007,00006,8,[]
EJ03,003,00009,16,"['++-I', 'CRASHED', 'MY', 'BIKE', 'ON', 'A', 'HILL', 'BOTH', 'IN', 'THE', 'MORNING', 'AND', 'THE', 'AFTERNOON', 'SO', 'ITS', 'CONDITION', 'WAS', 'PRETTY', 'BAD']"
EJ03,002,00001,6,"['__seeANTIL_/', 'AFTER', 'THE', 'PEOPLE.WHO', 'JOINED', 'FOR', 'FUN', 'REALIZE', 'HOW', 'HARD', 'PRACTICE', '1S', 'AND', 'QUIT', '|']"
EJ06,006,00005,21,"['MINE', 'IS', 'DISABLING', 'TRAPS', 'AND', 'OPENING', 'LOCKS', '/']"
EJ01,007,00008,4,"['NOW', 'THATS', 'STRONG']"
EJ07,009,00009,7,"['THE', 'POLICE', 'ANP', 'SPECIAL', 'FORCES', 'COOPERATED', '/N', 'SURROLUNCING', 'ANP', 'PEFEATING', 'THE', 'MONSTER']"
EJ10,003,00010,0,"['THIS', 'YOURS']"
EJ07,003,00005,4,"['Fel', '/', 'hf']"
EJ01,009,00007,12,"['NO', ""HE'S"", 'BEING', 'By', 'WHAT', 'IS', 'THAT2']"
EJ10,007,00010,3,"['HUMAN', 'EITHER.\xe2\x80\x99']"
EJ05,002,00002,26,"['WHY', 'DON\xe2\x80\x99T', 'YOU', 'HOLD', 'BACK', 'A', 'LITTLE', 'ON', 'YOUR', 'ARGUING2']"
EJ02,004,00005,21,['KLAK']
EJ05,005,00007,1,[]
EJ05,008,00010,27,[]
EJ01,003,00003,2,[]
EJ01,006,00002,4,"[""I'M"", 'SAD', 'THAT', ""WE'RE"", 'GONNA', 'BE', 'APART', 'cors']"
EJ04,002,00003,1,"['BLOCK', 'OF', 'FISH', 'APPEARS', 'EVERY', 'DAY', 'WITHOUT', 'FAIL']"
EJ08,004,00004,8,"['NOT', 'REALLY']"
EJ09,004,00006,8,"['WHAT', 'DID', 'YOU', 'TUST', '7', 'dl']"
EJ09,001,00005,19,"['WE', 'ARE', 'AT', 'THAT', 'AGE']"
EJ02,007,00006,21,"['JUST', 'PUT', 'ONE', 'OR', 'TWO', 'BLACK', 'STONES', 'ONTO', 'THE', 'BOARD']"
EJ08,002,00005,13,['YAy']
EJ03,004,00011,4,[]
EJ04,007,00005,14,"['But', 'it', 'is', 'roundish']"
EJ09,009,00006,6,"['ARE', 'THEY']"
EJ10,005,00005,10,"[""IT'S"", 'NOT', 'SOME', 'MAGICAL', 'SEASON-', 'ING']"
EJ02,009,00007,20,[]
EJ01,001,00009,14,[]
EJ08,006,00011,12,[]
EJ03,007,00003,1,[]
EJ09,006,00002,12,[]
EJ09,007,00007,19,"['OOH', '\xc2\xa9', 'GOOD', 'THINKING']"
EJ10,001,00008,20,"['THE', 'WRITING', 'INTERTWINES', 'INTENSE', 'EXPRES-', 'SIONS', 'WITH', 'DELICATE', 'PSYCHO-', 'LOGICAL', 'DESCRIP-', 'TIONS', ""IT'S"", 'SEN', ""TAKATSUKI'S"", 'SEVENTH', 'BOOK']"
EJ01,004,00013,5,[]
EJ06,003,00012,12,"[""YOU'RE"", 'STARTING', 'TO', 'TAKE', 'AN', 'INTEREST', 'IN', 'THIS']"
EJ06,005,00002,30,"['IF', 'YOU', 'KEEP', 'BLUFF-', 'ING', 'LIKE', 'THAT']"
EJ06,008,00011,28,"[""THERE'S"", 'NO', 'WAY', ""THEY'D"", 'TURN', 'OuT', 'i', 'BAD']"
EJ04,011,00005,5,"[""YOU'RE"", 'SUCH', 'A', 'LUCKY', 'DUCK/']"
EJ10,009,00009,16,['MAYBE']
EJ07,006,00013,3,"['I', 'AM', 'CALLED', 'GENOS', ""'""]"
EJ02,005,00009,14,"['THE', '3RD', 'ROUND', 'OF', 'THE', 'MIOOLE', 'SCHOOL', 'DIVISION', 'IS', 'ABOUT', 'TO', 'BEGIN']"
EJ06,002,00007,23,"['ALL', 'DONE']"
EJ02,002,00003,21,"['HIKARU', 'BLACK', 'ALWAYS', 'GOES', 'FIRST']"
EJ06,001,00005,29,['pots']
EJ05,007,00008,26,"['THE', 'CRIME']"
EJ05,006,00007,17,"['BY', 'THE', 'WAY']"
EJ05,004,00005,0,[]
EJ06,007,00006,9,[]
EJ03,002,00002,0,[]
EJ03,003,00009,17,"['GOT', 'HOME', 'THE', 'CHAIN', 'SNAPPED', 'OFF', 'SO']"
EJ09,002,00009,19,"['ONCE', 'IT', 'KNEW', 'YOUR', 'MOVES', 'THE', 'TICKETS', 'WERE', 'EASY', 'TO', 'LOCATE']"
EJ06,006,00005,22,"['MAR-', ""CILLE'S"", 'Is', 'MAGIC']"
EJ01,007,00008,5,"['JUST', 'DOING', 'WHAT', 'TIAMAT', 'TAUGHT', 'ME']"
EJ10,003,00010,1,['HERE']
EJ07,009,00009,8,[]
EJ07,003,00005,5,"['WOW', 'LITTLE', 'BRO', 'YOU', 'JUST', 'KILLED', 'TENS', 'OF', 'THOUSANDS']"
EJ01,009,00007,13,"['TALK', 'ABOUT', 'A', 'SURPRISE', 'ATTACKS', 'CRUD/']"
EJ10,007,00010,4,[]
EJ05,002,00002,27,['WHY2']
EJ02,004,00005,22,['\xe2\x80\x98KispK']
EJ05,005,00007,10,"['\xe2\x80\x94', 'SHE\xe2\x80\x99S', 'AN', 'ARIES', 'WITH', 'TYPE', 'A', 'BLOOD', '147', 'CM', 'TALL', 'ANP', 'HER', 'SIZES', 'ARE']"
EJ05,008,00010,3,[]
EJ01,003,00003,20,[]
EJ01,006,00002,5,[]
EJ08,004,00004,9,"[""'I"", ""DON'T"", 'KNOW', 'MUCH', 'ABOUT', 'CHAMPION', 'SCHOOLS', 'OR', 'PLAYERS']"
EJ04,002,00003,10,[]
EJ09,004,00006,9,"['IN', 'THE', 'LAST', 'noe', 'oad', 'NATIONAL', 'PRACTICE', '1', 'ees', 'RANKED', 'eel', 'reeis', 'elmo', 'aA', 'eae', 'HIGH', 'SCHOOL', 'Fede', 'NE', 'AA', 'OUR', 'GRADE']"
EJ09,001,00005,2,"['---HE', 'EARNS', 'THE', 'RESPECT', 'AND', 'AWE', 'OF', 'HIS', 'CLASSMATES', 'FOR', 'HIS', 'SINGULAR', 'Focus', 'ON', 'HIS', 'STUDIES']"
EJ02,007,00006,3,"['That\xe2\x80\x99s', 'what', 'I\xe2\x80\x99ve', 'been', 'brying', 'to', 'tell', 'you']"
EJ08,002,00005,14,['UM']
EJ03,004,00011,5,[]
EJ04,007,00005,15,[]
EJ10,005,00005,11,"['BUT', 'STILL', 'THIS', 'IS', 'A', 'HUGE', 'DISCOVERY']"
EJ09,009,00006,7,"[""'"", 'BUT', 'NOW', 'THAT', ""I'M"", 'IN', 'AN', 'UPPER', 'ELEMENTARY', 'SCHOOL', 'GRADE', 'WE', ""DON'T"", 'HAVE', 'WALKING', 'GROUPS', 'ANYMORE', '/']"
EJ01,001,00009,15,['\xe2\x80\x98waane)']
EJ02,009,00007,21,"['tay', '>']"
EJ03,007,00003,10,"[""I'VE"", 'THOUGHT', 'FROM', 'THE', 'START', 'THAT', 'HE', 'HAS', 'PRETTY', 'STRONG', 'PEDALING']"
EJ08,006,00011,13,"['OSH/BOR/', 'MO/STENED', 'HAND', 'TOWEL']"
EJ09,006,00002,13,"['HOW', 'CUTE']"
EJ09,007,00007,2,[]
EJ10,001,00008,3,"['Ste', 'TA', 'LATER', 'TovKAl)']"
EJ01,004,00013,6,"['WILL', 'YOU', 'LET', 'MY', 'FAMILY', 'COME', 'LIVE', 'IN', 'THE', 'CASTLE']"
EJ06,003,00012,13,"['MAKES', 'ME', 'VERY', 'HAPPY', 'MARCILLE']"
EJ06,005,00002,31,"['NOT', 'PUSH-', 'ING', 'MmMy-', 'SELF']"
EJ06,008,00011,29,"[""THEY'RE"", 'MUSTY']"
EJ04,011,00005,6,"['Sleeping', '|', 'on', 'my', 'bed', '5', '0.9a.iN!-']"
EJ10,009,00009,17,"['HIDE', 'WAS', 'TRYING', 'TO', 'vn']"
EJ02,005,00009,15,"['National', 'Children\xe2\x80\x99s', 'Go)']"
EJ07,006,00013,4,"['TELL', 'YOUR']"
EJ06,002,00007,24,"['$0', 'HUGE', 'SCORPION', 'TURNS', 'RED', 'WHEN', 'YOU', 'BOIL', 'IT']"
EJ02,002,00003,22,['sniff']
EJ06,001,00005,3,"['W-WAIT', 'A', 'MINUTE']"
EJ05,007,00008,27,"['YOu', 'OF', 'COURSE', 'WHY', 'ELSE', 'DOT', 'HAVE', 'AN', 'ASSISTANTZ']"
EJ05,006,00007,18,"['+', ""HASN'T"", 'THERE', 'BEEN', 'SOMEONE', ""WHO'S"", 'SAID', 'SOME', 'ODD', 'THINGS2']"
EJ05,004,00005,1,[]
EJ06,007,00007,0,"['GASHAN', '(CLANKO']"
EJ03,002,00002,1,[]
EJ03,003,00009,18,"['GEEZ', 'YOU', 'PISS', 'ME', 'OFF', 'GET', 'TO', 'THE', 'MOST', 'IMPORTANT', 'PART']"
EJ09,002,00009,2,"['I', 'WIN']"
EJ01,007,00008,6,"['ITS', 'MADE', 'FIGHTING', '$0', 'MUCH', 'EASIER']"
EJ10,003,00010,10,"['GHOULS', 'HAVE', 'NO', 'NEED']"
EJ06,006,00005,23,"['YOURS', 'IS', 'COOKING']"
EJ07,009,00009,9,"['BUT', 'MY', '200', 'YEN', 'NEVER', 'SHOWED', 'LA']"
EJ07,003,00005,6,"['AWESOME', '\xe2\x80\x94', 'ON', 'TO', 'THE', 'NEXT', 'TOWN']"
EJ01,009,00007,14,['ZWQ0SH']
EJ10,007,00010,5,"['""', 'BETWEEN', 'BEING', 'ONE', 'OR', 'THE', 'OTHER.\xe2\x80\x9d']"
EJ05,002,00002,28,"['CUZ', ""IT'S"", 'SCARING', 'FOLKS', 'ANP', 'BESIDES', ""AREN'T"", 'YOU', 'LONELY', 'ALL', 'BY', 'YOURSELFZ']"
EJ05,005,00007,11,"['', '\xe2\x80\x9cSHE', 'STARTED', 'APPEARING', 'IN', 'ADS', 'AND', 'SOAPS', 'ABOUT', 'A', 'YEAR', 'AGO', '']"
EJ02,004,00005,23,['KLK']
EJ05,008,00010,4,"['WHAT\xe2\x80\x99S', 'WITH', 'THE', 'LEERZ']"
EJ01,003,00003,21,"['WH', 'REA//+']"
EJ01,006,00002,6,"[""YOU'RE"", 'DOING', 'THIS', 'FOR', 'US', 'RIGHT', 'ASTRO']"
EJ08,004,00005,0,"['eeoll', ""DOESN'T"", 'MATTER']"
EJ09,004,00007,0,"['PUT', 'MY', 'ALL', 'INTO', 'THIS']"
EJ04,002,00003,11,"['EMPEROR', 'THIS', 'IS', 'YOUR', 'BATH-', 'ROOM']"
EJ09,001,00005,20,"['BEST', 'TO', 'JUST', 'IGNORE', 'IT']"
EJ02,007,00006,4,"['Now', 'then']"
EJ08,002,00005,15,"['WHAT', 'DOES', 'THAT', 'MEAN']"
EJ03,004,00011,6,[]
EJ04,007,00005,16,[]
EJ10,005,00005,12,['UGH']
EJ09,009,00006,8,"['SOT', 'HAVE', 'TO', 'GO', 'TO', 'SCHOOL']"
EJ01,001,00009,16,[]
EJ02,009,00007,22,"['This', 'isa', 'festival', 'Like', 'fora', 'temple', 'school']"
EJ03,007,00003,11,['YEP']
EJ08,006,00011,14,"['WE', 'WOULD', 'BE', 'HAPPY', 'TO', 'PLAY']"
EJ09,006,00002,14,"['I', 'HAVE', '\xe2\x80\x98TO', 'GET', 'THROUGH', 'THIS', 'SOME-', '-', '_', 'HOW', '']"
EJ09,007,00007,20,"['LAST', ""YEAR'S"", 'SWIMSUIT', ""DOESN'T"", 'FIT', 'ME', 'ANY-', 'MORE']"
EJ10,001,00008,4,"['|', 'he']"
EJ01,004,00013,7,"['WHAT', 'ARE', 'YOu', 'TALKING', 'ITs', 'YOU', 'HEAR', 'HIS', 'out']"
EJ06,003,00012,14,"['NO', 'NO', ""I'm"", 'NOT']"
EJ06,005,00002,32,"[""DON'T"", 'PUSH', 'YOURSELF', ""LET'S"", 'TAKE', 'A', 'BREAK']"
EJ06,008,00011,3,"[""IT's"", 'REALLY', 'Goop']"
EJ05,001,00001,0,"['In', 'order', 'to', 'purge', 'the', 'evil', 'running', 'rampant', 'across', 'the', 'field', 'of', 'education']"
EJ10,009,00009,18,"['HELP', 'ME', 'AGAIN']"
EJ02,005,00009,2,"['SOMEONE', 'GOT', 'CAUGHT', 'KIBITZING']"
EJ07,006,00013,5,['HUHZ']
EJ02,002,00003,23,"['""mM', 'GOING', 'TO', 'BE', 'WHITE']"
EJ06,002,00007,25,"['[', 'WONDER', 'IF', ""IT'S"", 'REALLY', 'A', 'SCORPI-', 'ON']"
EJ06,001,00005,30,['FOOD']
EJ05,007,00008,28,['Go']
EJ05,006,00007,19,['MiTEe']
EJ05,004,00005,10,"['wlVS', 'A', 'FISH', 'IT\xe2\x80\x99S', 'NOT', 'LIKE', 'DNA', 'ANALYSIS', 'WOULD', 'BE', 'RUN']"
EJ03,002,00002,10,[]
EJ03,003,00009,19,[]
EJ09,002,00009,20,"['r', 'MLL', 'ZT', '7', 'HAD', 'TO', 'DO', 'WAS', 'HIDE', 'THEM', 'TO', 'ERASE', 'ALL', 'THE', 'FPRECONDI-', 'TIONS', '']"
EJ06,007,00007,1,"['Gus', 'cpusi']"
EJ01,007,00008,7,"['LOOKS', 'LIKE', 'YOu', 'CAN', 'KEEP', 'uP', 'WITH', 'MY', 'TEACHING', 'Goop']"
EJ10,003,00010,11,"['TO', 'CONSUME', 'SUCH', 'LARGE', 'AMOUNTS', 'OF', 'FOOD', 'IN', 'SUCH', 'A', 'SHORT', 'PERIOD', 'OF', 'TIME']"
EJ06,006,00005,24,"[""WE'VE"", 'ALL', 'GOT', 'SPE-', 'CIALTIES']"
EJ07,009,00010,0,['SAITAMA']
EJ07,003,00005,7,"['THE', 'WHOLE', 'TOWN', 'INA', 'SINGLE', 'PLINCH']"
EJ01,009,00007,2,"['IT\xe2\x80\x99S', 'IN', 'SIGHT', 'NOW', 'THERE', 'IT', '1S']"
EJ10,007,00010,6,"['NICE', 'TO', 'MEET', 'YOU']"
EJ05,005,00007,12,[]
EJ05,002,00002,29,[]
EJ02,004,00005,24,['HELLO']
EJ05,008,00010,5,"['OH', 'JUST', 'THINKING', 'THAT', 'DESPITE', 'EVERYTHING', 'YOU', 'FINALLY', 'ACKNOWL-', 'EDGED', 'HIGASHIDE', 'TOO', '\\', 'INUGAMI']"
EJ01,003,00003,22,"['WHAT', 'IF', ""YOU'D"", 'SAID', 'THAT', 'EARLIER', 'THIS', ""WOULDN'T"", 'HAVE', 'HAPPENED']"
EJ01,006,00002,7,"['you', 'GUYS', 'oe', '{']"
EJ09,004,00007,1,[]
EJ08,004,00005,1,"['eee', 'WHO', 'MY', 'OPPO-', 'NENT', '/s/']"
EJ04,002,00003,12,[]
EJ09,001,00005,21,"['I', 'KNOW', 'LITTLE', 'OF', 'SUCH', 'MATTERS']"
EJ02,007,00006,5,"['How', 'should', 'this', 'situation', 'be', 'handled']"
EJ08,002,00005,16,"['\xe2\x80\x9cARE', 'YOU', '|', 'SURE', ""YOU'RE"", 'A', 'MEMBER', 'OF', 'THE', 'MAHJONG', 'CLUB', '|']"
EJ03,004,00011,7,"['YEAH', 'VISUALLY', 'TOO']"
EJ10,005,00005,2,"['1', 'CAN', 'DRINK', 'IT']"
EJ04,007,00005,2,"['Not', 'right', 'X']"
EJ09,009,00006,9,"['---ALL', 'BY', 'MYSELF']"
EJ01,001,00009,17,"['SHADPAP', 'you', 'LITTLE', 'BRAT']"
